Programa	Actividad	Estado	Municipio	Localidad	Nombre	Fecha mes	Fecha de inicio	Fecha de conclusión	Tipo de actividad	Clase de Actividad	Estatus	Sedes	Tipo de sede	Número de sesiones	Cantidad de público participante	Mujeres	Hombres	Niñas	Niños	Mujeres jóvenes	Hombres jóvenes	Personas Adultas	Personas Adultas Mayores
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	marzo	20/03/2025	20/03/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	41	32	9	2	1	0	0	5	33
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	marzo	27/03/2025	27/03/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	44	36	8	1	0	0	0	11	32
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	abril	03/04/2025	03/04/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	50	38	12	0	0	0	0	11	39
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	abril	10/04/2025	10/04/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	41	33	8	0	0	0	0	8	33
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	abril	24/04/2025	24/04/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	47	39	8	1	0	1	0	13	32
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	mayo	08/05/2025	08/05/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	45	22	23	0	0	0	0	7	38
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	mayo	15/05/2025	15/05/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	48	37	11	0	0	0	0	7	41
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	mayo	22/05/2025	22/05/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	49	36	13	0	1	0	0	9	39
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	junio	05/06/2025	05/06/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	41	34	7	1	0	0	0	2	38
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	junio	12/06/2025	12/06/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	38	30	8	1	3	1	0	9	24
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	junio	19/06/2025	19/06/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	42	35	7	1	0	0	0	4	37
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	junio	26/06/2025	26/06/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	40	32	8	0	1	1	0	7	31
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	julio	03/07/2025	03/07/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	31	23	8	0	1	0	0	6	24
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	julio	10/07/2025	10/07/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	48	35	13	0	1	0	0	5	42
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	julio	17/07/2025	17/07/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	39	30	9	0	1	0	0	8	30
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	julio	24/07/2025	24/07/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	37	28	9	0	1	1	0	8	27
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	agosto	21/08/2025	21/08/2025	Cine sillita	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	25	17	8	0	0	0	0	2	23
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	agosto	28/08/2025	28/08/2025	Cine sillita	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	35	27	8	1	0	0	0	7	27
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	septiembre	04/09/2025	04/09/2025	Cine sillita	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	32	22	10	0	0	0	0	11	21
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	septiembre	11/09/2025	11/09/2025	Cine sillita	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	33	25	8	1	3	0	0	4	25
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	septiembre	18/09/2025	18/09/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	32	23	9	0	0	0	0	6	26
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	septiembre	25/09/2025	25/09/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	35	27	8	1	0	0	0	4	30
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	octubre	02/10/2025	02/10/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	26	21	5	1	0	0	0	0	25
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	octubre	09/10/2025	09/10/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	3	96	90	6	1	0	2	0	15	78
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	octubre	23/10/2025	23/10/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	35	27	8	1	0	0	0	4	30
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	octubre	30/10/2025	30/10/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	30	21	9	1	0	0	0	4	25
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	noviembre	06/11/2025	06/11/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	29	28	1	0	0	0	0	6	23
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	noviembre	13/11/2025	13/11/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	29	24	5	1	0	0	0	2	26
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	noviembre	20/11/2025	20/11/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	38	31	7	3	0	0	0	5	30
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	marzo	14/03/2025	14/03/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	17	14	3	3	1	1	0	12	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	marzo	21/03/2025	21/03/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	62	46	16	11	13	10	0	20	8
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	marzo	28/03/2025	28/03/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	21	16	5	4	2	2	0	9	4
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	abril	04/04/2025	04/04/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	70	49	21	16	13	7	2	29	3
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	abril	11/04/2025	11/04/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	34	29	5	2	0	2	0	29	1
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	abril	25/04/2025	25/04/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	12	8	4	4	4	0	0	3	1
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	mayo	02/05/2025	02/05/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	54	30	24	9	21	3	0	18	3
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	mayo	09/05/2025	09/05/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	29	19	10	5	4	2	1	17	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	mayo	16/05/2025	16/05/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	30	20	10	1	2	2	3	20	2
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	mayo	23/05/2025	23/05/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	13	12	1	2	1	2	0	6	2
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	mayo	30/05/2025	30/05/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	18	16	2	3	1	1	0	13	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	junio	06/06/2025	06/06/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	8	7	1	0	0	2	0	3	3
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	junio	12/06/2025	12/06/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	16	12	4	2	3	4	0	5	2
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	junio	20/06/2025	20/06/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	16	15	1	2	0	7	0	5	2
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	junio	27/06/2025	27/06/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	25	20	5	6	3	6	1	8	1
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	julio	04/07/2025	04/07/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	21	13	8	5	2	3	1	7	3
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	julio	11/07/2025	11/07/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	12	8	4	2	3	1	0	1	5
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	agosto	01/08/2025	01/08/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	20	12	8	4	7	4	0	5	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	agosto	15/08/2025	15/08/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	19	12	7	6	5	3	2	2	1
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	agosto	29/08/2025	29/08/2025	Cine sillita	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	15	10	5	7	4	1	0	3	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	septiembre	12/09/2025	12/09/2025	Cine sillita	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	34	17	17	17	16	0	1	0	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	septiembre	19/09/2025	19/09/2025	Cine sillita	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	40	31	9	2	3	4	2	28	1
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	septiembre	26/09/2025	26/09/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	59	37	22	14	16	2	3	24	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	octubre	03/10/2025	03/10/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	38	30	8	6	3	2	0	24	3
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	octubre	10/10/2025	10/10/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	43	34	9	6	3	1	0	29	4
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	octubre	17/10/2025	17/10/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	41	31	10	4	4	5	1	26	1
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	octubre	24/10/2025	24/10/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	67	44	23	13	18	2	0	32	2
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	noviembre	07/11/2025	07/11/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	58	42	16	12	13	1	1	30	1
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	noviembre	14/11/2025	14/11/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	120	85	35	19	22	6	0	70	3
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	noviembre	21/11/2025	21/11/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	42	43	17	6	4	5	1	26	18
Cine Sillita	Jornada ordinaria	Ciudad de México	Miguel Hidalgo	Miguel Hidalgo	Cine Sillita en el Pabellón de Cultura Comunitaria, Miguel Hidalgo, Ciudad de México	abril	05/04/2025	05/04/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Pabellón de Cultura Comunitaria	Casa o Centro cultural	1	5	3	2	0	0	1	0	4	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Miguel Hidalgo	Miguel Hidalgo	Cine Sillita en el Pabellón de Cultura Comunitaria, Miguel Hidalgo, Ciudad de México	abril	05/04/2025	05/04/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Pabellón de Cultura Comunitaria	Casa o Centro cultural	1	5	3	2	0	0	3	2	0	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Miguel Hidalgo	Miguel Hidalgo	Cine Sillita en el Pabellón de Cultura Comunitaria, Miguel Hidalgo, Ciudad de México	abril	25/04/2025	25/04/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Pabellón de Cultura Comunitaria	Casa o Centro cultural	1	0	0	0	0	0	0	0	0	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Miguel Hidalgo	Miguel Hidalgo	Cine Sillita en el Pabellón de Cultura Comunitaria, Miguel Hidalgo, Ciudad de México	mayo	30/05/2025	30/05/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Pabellón de Cultura Comunitaria	Casa o Centro cultural	1	9	4	5	0	0	4	5	0	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Miguel Hidalgo	Miguel Hidalgo	Cine Sillita en el Pabellón de Cultura Comunitaria, Miguel Hidalgo, Ciudad de México	junio	06/06/2025	06/06/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Pabellón de Cultura Comunitaria	Casa o Centro cultural	1	3	3	0	0	0	3	0	0	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Miguel Hidalgo	Miguel Hidalgo	Cine Sillita en el Pabellón de Cultura Comunitaria, Miguel Hidalgo, Ciudad de México	junio	13/06/2025	13/06/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Pabellón de Cultura Comunitaria	Casa o Centro cultural	1	5	3	2	0	0	3	1	0	1
Cine Sillita	Jornada ordinaria	Ciudad de México	Miguel Hidalgo	Miguel Hidalgo	Cine Sillita en el Pabellón de Cultura Comunitaria, Miguel Hidalgo, Ciudad de México	junio	20/06/2025	20/06/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Pabellón de Cultura Comunitaria	Casa o Centro cultural	1	4	2	2	0	0	2	2	0	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Miguel Hidalgo	Miguel Hidalgo	Cine Sillita en el Pabellón de Cultura Comunitaria, Miguel Hidalgo, Ciudad de México	junio	27/06/2025	27/06/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Pabellón de Cultura Comunitaria	Casa o Centro cultural	1	0	0	0	0	0	0	0	0	0
